set	lib_id	repscores_woX	G1_cells	IQR_filter	out_5_95_rep	Man_filter
d3	CBMS1_Day3Diff_ESC_single_25perS_08	0.00659392950613507	NA	NA	1	NA
d3	CBMS1_Day3Diff_ESC_single_45perS_04	0.00748449640031364	NA	NA	1	NA
d3	CBMS1_Day3Diff_ESC_single_35perS_01	0.0484977525431748	NA	NA	1	NA
d3	CBMS1_Day3Diff_ESC_single_35perS_06	0.061722132034632	NA	NA	NA	NA
d3	CBMS1_Day3Diff_ESC_single_25perS_04	0.0800960205565135	NA	NA	NA	NA
d3	CBMS1_Day3Diff_ESC_single_55perS_01	0.0987370838117107	NA	NA	NA	NA
d3	CBMS1_Day3Diff_ESC_single_25perS_06	0.121835817364561	NA	NA	NA	NA
d3	CBMS1_Day3Diff_ESC_single_25perS_01	0.174295476842924	NA	NA	NA	NA
d3	CBMS1_Day3Diff_ESC_single_25perS_02	0.198687814941324	NA	NA	NA	NA
d3	CBMS1_Day3Diff_ESC_single_35perS_04	0.203795829358048	NA	1	NA	NA
d3	CBMS1_Day3Diff_ESC_single_55perS_04	0.333310785673217	NA	NA	NA	NA
d3	CBMS1_Day3Diff_ESC_single_35perS_07	0.348853746910027	NA	NA	NA	NA
d3	CBMS1_Day3Diff_ESC_single_35perS_09	0.351929004504962	NA	NA	NA	NA
d3	CBMS1_Day3Diff_ESC_single_35perS_03	0.361220971503904	NA	NA	NA	NA
d3	CBMS1_Day3Diff_ESC_single_35perS_05	0.367880390561432	NA	NA	NA	NA
d3	CBMS1_Day3Diff_ESC_single_45perS_03	0.369621881452896	NA	NA	NA	NA
d3	CBMS1_Day3Diff_ESC_single_25perS_05	0.407564306774664	NA	NA	NA	NA
d3	CBMS1_Day3Diff_ESC_single_35perS_02	0.408590867548996	NA	NA	NA	NA
d3	CBMS1_Day3Diff_ESC_single_25perS_03	0.415374720736578	NA	NA	NA	NA
d3	CBMS1_Day3Diff_ESC_single_25perS_07	0.42353538774128	NA	NA	NA	NA
d3	CBMS1_Day3Diff_ESC_single_75perS_09	0.498916429635649	NA	NA	NA	NA
d3	CBMS1_Day3Diff_ESC_single_55perS_07	0.515226448968531	NA	NA	NA	NA
d3	CBMS1_Day3Diff_ESC_single_35perS_08	0.561692047377327	NA	NA	NA	NA
d3	CBMS1_Day3Diff_ESC_single_45perS_01	0.564768068308881	NA	NA	NA	NA
d3	CBMS1_Day3Diff_ESC_single_65perS_02	0.593736230213877	NA	NA	NA	NA
d3	CBMS1_Day3Diff_ESC_single_45perS_02	0.59381569132705	NA	NA	NA	NA
